customer_id,age,annual_income,city,signup_date,newsletter_subscriber,customer_feedback
CUST-1294,28.0,49056.0,New York,2024/05/01,YES,Absolutely amazing value for the price!
CUST-1295,19.197417046059563,15000.0,houston,2023-01-15,n,"Average product, does the job but nothing special."
CUST-1296,35.0,55418.0754913363,New York,2020-11-30,True,"Average product, does the job but nothing special."
CUST-1297,27.0,34848.0,chicago,07-04-2023,YES,Worst service ever. App crashes continuously on startup.
CUST-1298,47.0,81013.0,houston,2024/05/01,YES,Customer support was incredibly slow and unhelpful.
CUST-1299,26.0,43489.0,houston,2023-01-15,YES,
CUST-1300,47.0,48458.0,chicago,2023-01-15,no,"Average product, does the job but nothing special."
CUST-1301,44.0,59060.0,N.Y.,12/25/2022,False,Customer support was incredibly slow and unhelpful.
CUST-1302,44.0,57551.0,chicago,invalid_date_xyz,False,Excellent user experience! Will buy again.
GEN_ID_1783054115_303,26.539110756670972,32926.0,San Fran,12/25/2022,no,The shipment arrived 3 days late. Not happy.
CUST-1304,18.0,30721.0,houston,2023-01-15,n,"Average product, does the job but nothing special."
CUST-1305,36.82676511333333,58045.066426181846,Los Angeles!,2020-11-30,no,"Average product, does the job but nothing special."
CUST-1306,41.0,50935.0,chicago,"Feb 28, 2024",YES,
CUST-1307,41.55014265900999,69578.0,Los Angeles!,invalid_date_xyz,True,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1308,18.0,29008.0,Los Angeles!,"Feb 28, 2024",no,"Average product, does the job but nothing special."
GEN_ID_1783054115_309,23.0,27722.0,san francisco,07-04-2023,no,The shipment arrived 3 days late. Not happy.
CUST-1310,38.0,47093.0,houston,2023-01-15,,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1311,33.0,67594.0,New Yrok,2020-11-30,,The shipment arrived 3 days late. Not happy.
CUST-1312,31.0,49665.89215083587,houston,07-04-2023,False,Excellent user experience! Will buy again.
CUST-1313,48.0,58054.0,New York,2020-11-30,no,Worst service ever. App crashes continuously on startup.
CUST-1314,44.0,68360.48800746226,Los Angeles!,invalid_date_xyz,n,Excellent user experience! Will buy again.
CUST-1315,55.0,84178.99219383844,chicago,07-04-2023,YES,Worst service ever. App crashes continuously on startup.
CUST-1316,18.0,18046.0,New York City,"Feb 28, 2024",no,Excellent user experience! Will buy again.
CUST-1317,41.172532394523564,68656.0,san francisco,2024/05/01,YES,Excellent user experience! Will buy again.
CUST-1318,35.0,61067.0,san francisco,2024/05/01,n,Worst service ever. App crashes continuously on startup.
CUST-1319,30.0,49298.0,L.A.,2020-11-30,YES,
CUST-1320,36.0,74516.0,SF,"Oct 12, 2021",y,The shipment arrived 3 days late. Not happy.
CUST-1321,41.0,69564.0,L.A.,invalid_date_xyz,True,Absolutely amazing value for the price!
CUST-1322,33.0,45185.0,N.Y.,2023-01-15,no,Absolutely amazing value for the price!
CUST-1323,32.0,56916.0,New York City,07-04-2023,no,The shipment arrived 3 days late. Not happy.
CUST-1324,32.0,55346.0,San Fran,2020-11-30,YES,Worst service ever. App crashes continuously on startup.
CUST-1325,36.82676511333333,58045.066426181846,,invalid_date_xyz,n,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1326,34.0,72018.0,L.A.,12/25/2022,YES,Excellent user experience! Will buy again.
CUST-1327,33.0,21928.0,Los Angeles!,07-04-2023,YES,
CUST-1328,25.0,15000.0,SF,07-04-2023,n,Customer support was incredibly slow and unhelpful.
CUST-1329,33.0,52776.0,San Fran,"Oct 12, 2021",n,Customer support was incredibly slow and unhelpful.
CUST-1330,58.0,94903.0,san francisco,"Oct 12, 2021",no,The shipment arrived 3 days late. Not happy.
CUST-1331,35.0,67941.0,New Yrok,2023-01-15,n,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1332,24.043278921768266,26832.0,L.A.,2024/05/01,YES,Customer support was incredibly slow and unhelpful.
CUST-1333,40.0,74562.0,houston,"Feb 28, 2024",no,Customer support was incredibly slow and unhelpful.
CUST-1334,20.0,33847.3879644597,New York,12/25/2022,no,Worst service ever. App crashes continuously on startup.
CUST-1335,51.0,84577.0,New Yrok,12/25/2022,YES,Excellent user experience! Will buy again.
CUST-1336,33.0,61991.0,chicago,invalid_date_xyz,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1337,36.82676511333333,58045.066426181846,SF,07-04-2023,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1338,39.15219461284076,63723.0,houston,07-04-2023,YES,Customer support was incredibly slow and unhelpful.
CUST-1339,32.0,38252.0,san francisco,invalid_date_xyz,no,Excellent user experience! Will buy again.
CUST-1340,47.0,60658.0,chicago,12/25/2022,no,"Average product, does the job but nothing special."
CUST-1341,38.0,52835.0,san francisco,07-04-2023,YES,
CUST-1342,43.0,72504.0,houston,07-04-2023,False,Absolutely amazing value for the price!
CUST-1343,50.0,70349.0,san francisco,2024/05/01,no,The shipment arrived 3 days late. Not happy.
CUST-1344,36.82676511333333,58045.066426181846,san francisco,"Oct 12, 2021",y,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1345,34.0,39318.0,L.A.,12/25/2022,YES,Absolutely amazing value for the price!
CUST-1346,32.0,56659.0,san francisco,2024/05/01,False,Excellent user experience! Will buy again.
CUST-1347,47.0,72674.62551283758,,07-04-2023,False,Excellent user experience! Will buy again.
CUST-1348,26.0,55044.0,SF,2024/05/01,True,The shipment arrived 3 days late. Not happy.
CUST-1349,45.9553227076174,80334.0,Los Angeles!,invalid_date_xyz,YES,Customer support was incredibly slow and unhelpful.
CUST-1350,42.0,94151.0,chicago,12/25/2022,True,The shipment arrived 3 days late. Not happy.
CUST-1351,28.0,26330.0,san francisco,"Oct 12, 2021",,Customer support was incredibly slow and unhelpful.
CUST-1352,18.0,52440.0,Los Angeles!,"Feb 28, 2024",YES,The shipment arrived 3 days late. Not happy.
CUST-1353,45.0,69798.53384258736,San Fran,"Feb 28, 2024",YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1354,37.0,62699.0,houston,12/25/2022,,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1355,24.0,75686.0,Los Angeles!,12/25/2022,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1356,39.0,63140.0,houston,,no,Worst service ever. App crashes continuously on startup.
CUST-1357,46.0,79215.0,san francisco,"Oct 12, 2021",no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1358,40.0,51142.0,N.Y.,"Feb 28, 2024",n,Excellent user experience! Will buy again.
CUST-1359,43.0,95730.0,San Fran,"Feb 28, 2024",True,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1360,54.0,107897.0,chicago,"Feb 28, 2024",no,Worst service ever. App crashes continuously on startup.
CUST-1361,31.0,34655.0,San Fran,2023-01-15,YES,Absolutely amazing value for the price!
CUST-1362,36.0,57835.0,New York City,2023-01-15,True,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1363,51.0,78426.808853338,Los Angeles!,2020-11-30,no,The shipment arrived 3 days late. Not happy.
CUST-1364,18.0,30971.296294209485,Los Angeles!,07-04-2023,True,"I really like the new dark mode design, it is much easier on the eyes."
GEN_ID_1783054115_365,56.0,84629.0,SF,07-04-2023,y,Customer support was incredibly slow and unhelpful.
CUST-1366,32.0,51103.937985960976,Los Angeles!,2020-11-30,no,"Average product, does the job but nothing special."
CUST-1367,25.0,15677.0,houston,07-04-2023,False,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1368,47.0,74599.0,houston,07-04-2023,n,Excellent user experience! Will buy again.
CUST-1369,22.0,16573.0,houston,invalid_date_xyz,no,"Average product, does the job but nothing special."
CUST-1370,33.0,77535.0,Los Angeles!,"Oct 12, 2021",no,Absolutely amazing value for the price!
CUST-1371,34.0,31452.0,New York,invalid_date_xyz,YES,"Average product, does the job but nothing special."
CUST-1372,35.0,51409.0,SF,2020-11-30,YES,
CUST-1373,18.0,29185.0,SF,2024/05/01,no,Worst service ever. App crashes continuously on startup.
CUST-1374,36.208308950011634,56535.0,houston,2020-11-30,y,Worst service ever. App crashes continuously on startup.
CUST-1375,46.0,99734.0,houston,07-04-2023,y,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1376,51.0,75466.0,New York City,"Feb 28, 2024",YES,Excellent user experience! Will buy again.
CUST-1377,24.0,77600.0,SF,2023-01-15,YES,
CUST-1378,38.0,60208.0,houston,2020-11-30,True,
CUST-1379,37.0,61471.0,san francisco,07-04-2023,False,Worst service ever. App crashes continuously on startup.
CUST-1380,36.0,48395.0,Los Angeles!,"Feb 28, 2024",True,Excellent user experience! Will buy again.
CUST-1381,31.0,49008.0,chicago,2020-11-30,n,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1382,31.0,38807.0,New York,12/25/2022,True,
CUST-1383,39.0,57675.0,New Yrok,12/25/2022,YES,
CUST-1384,56.0,47235.0,chicago,2024/05/01,,Absolutely amazing value for the price!
CUST-1385,51.0,98191.0,SF,2024/05/01,False,The shipment arrived 3 days late. Not happy.
CUST-1386,18.0,24859.0,SF,"Oct 12, 2021",False,Worst service ever. App crashes continuously on startup.
CUST-1387,33.0,52541.98382108608,L.A.,invalid_date_xyz,False,Absolutely amazing value for the price!
CUST-1388,21.0,22832.0,N.Y.,"Feb 28, 2024",YES,The shipment arrived 3 days late. Not happy.
CUST-1389,24.0,65284.0,houston,2020-11-30,y,Absolutely amazing value for the price!
CUST-1390,49.0,95573.0,houston,"Oct 12, 2021",YES,
CUST-1391,46.0,55064.0,chicago,"Oct 12, 2021",YES,"Average product, does the job but nothing special."
CUST-1392,31.0,56840.0,chicago,,YES,
CUST-1393,30.119445824068325,41668.0,L.A.,12/25/2022,no,Worst service ever. App crashes continuously on startup.
CUST-1394,46.0,68395.0,N.Y.,"Feb 28, 2024",y,Customer support was incredibly slow and unhelpful.
CUST-1395,35.324487962200664,54377.0,san francisco,"Oct 12, 2021",YES,Customer support was incredibly slow and unhelpful.
CUST-1396,46.0,78663.0,New York,"Feb 28, 2024",YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1397,33.0,69889.0,chicago,07-04-2023,YES,
CUST-1398,25.0,49739.0,Los Angeles!,07-04-2023,False,Excellent user experience! Will buy again.
CUST-1399,45.0,65856.0,New Yrok,invalid_date_xyz,YES,"Average product, does the job but nothing special."
CUST-1400,41.0,45733.0,san francisco,2020-11-30,n,Absolutely amazing value for the price!
CUST-1401,49.0,73726.0,N.Y.,"Oct 12, 2021",no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1402,31.0,65235.0,san francisco,07-04-2023,no,
CUST-1403,29.0,46789.800480585654,New Yrok,,True,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1404,21.0,35285.4337995848,,invalid_date_xyz,no,The shipment arrived 3 days late. Not happy.
CUST-1405,19.0,40590.0,houston,2020-11-30,no,Excellent user experience! Will buy again.
CUST-1406,22.0,36723.47963470991,San Fran,"Oct 12, 2021",YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1407,36.82676511333333,58045.066426181846,houston,2024/05/01,n,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1408,18.0,55446.0,chicago,07-04-2023,True,"Average product, does the job but nothing special."
CUST-1409,40.0,61549.0,SF,"Feb 28, 2024",,
CUST-1410,34.279711623041365,51826.0,chicago,07-04-2023,,The shipment arrived 3 days late. Not happy.
CUST-1411,42.0,65435.0,san francisco,2024/05/01,n,Customer support was incredibly slow and unhelpful.
CUST-1412,51.0,78426.808853338,san francisco,invalid_date_xyz,no,"Average product, does the job but nothing special."
CUST-1413,39.0,63754.0,New York City,"Feb 28, 2024",no,Customer support was incredibly slow and unhelpful.
CUST-1414,33.0,51645.0,houston,,YES,The shipment arrived 3 days late. Not happy.
CUST-1415,39.518337320488115,64617.0,houston,12/25/2022,y,Customer support was incredibly slow and unhelpful.
CUST-1416,27.121089266253634,34347.0,N.Y.,"Feb 28, 2024",YES,Worst service ever. App crashes continuously on startup.
CUST-1417,21.0,45648.0,Los Angeles!,"Feb 28, 2024",no,
CUST-1418,40.0,60240.0,chicago,2024/05/01,False,Worst service ever. App crashes continuously on startup.
CUST-1419,38.0,65213.0,chicago,12/25/2022,no,Customer support was incredibly slow and unhelpful.
CUST-1420,31.0,49665.89215083587,New York City,,no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1421,28.0,47937.0,Los Angeles!,2023-01-15,YES,Absolutely amazing value for the price!
CUST-1422,26.0,48123.0,New York,07-04-2023,YES,The shipment arrived 3 days late. Not happy.
CUST-1423,18.0,45437.0,New York City,12/25/2022,False,The shipment arrived 3 days late. Not happy.
CUST-1424,43.0,71340.0,chicago,07-04-2023,n,Customer support was incredibly slow and unhelpful.
CUST-1425,49.0,101482.0,New York City,2023-01-15,y,"Average product, does the job but nothing special."
CUST-1426,50.0,76988.76301821289,san francisco,"Feb 28, 2024",n,Customer support was incredibly slow and unhelpful.
CUST-1427,18.0,15000.0,Los Angeles!,2024/05/01,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1428,30.0,48391.0,New York,2023-01-15,True,"Average product, does the job but nothing special."
CUST-1429,44.0,58113.0,chicago,2024/05/01,,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1430,40.0,51669.0,Los Angeles!,invalid_date_xyz,False,"Average product, does the job but nothing special."
CUST-1431,30.0,26900.0,Los Angeles!,2023-01-15,True,The shipment arrived 3 days late. Not happy.
CUST-1432,26.0,42475.66297521034,houston,"Oct 12, 2021",YES,Absolutely amazing value for the price!
CUST-1433,21.0,19861.0,san francisco,2023-01-15,no,Worst service ever. App crashes continuously on startup.
CUST-1434,44.10003583329687,75804.0,New York,2020-11-30,y,Worst service ever. App crashes continuously on startup.
CUST-1435,26.0,81485.0,Los Angeles!,12/25/2022,YES,"Average product, does the job but nothing special."
CUST-1436,43.0,70272.0,Los Angeles!,2024/05/01,no,
CUST-1437,27.0,43913.70881033544,san francisco,2024/05/01,YES,Customer support was incredibly slow and unhelpful.
CUST-1438,46.0,63365.0,chicago,2024/05/01,YES,Excellent user experience! Will buy again.
CUST-1439,39.0,99901.0,houston,"Oct 12, 2021",False,Worst service ever. App crashes continuously on startup.
CUST-1440,36.0,74239.0,SF,"Oct 12, 2021",,
CUST-1441,33.307426625329015,49452.0,SF,12/25/2022,YES,"Average product, does the job but nothing special."
CUST-1442,37.0,85062.0,san francisco,07-04-2023,no,"Average product, does the job but nothing special."
CUST-1443,30.0,48227.84631571076,houston,2020-11-30,True,The shipment arrived 3 days late. Not happy.
CUST-1444,48.761597688377705,87186.0,san francisco,2020-11-30,n,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1445,46.0,63562.0,San Fran,invalid_date_xyz,no,Customer support was incredibly slow and unhelpful.
GEN_ID_1783054115_446,41.51246354368163,69486.0,New York,"Feb 28, 2024",,Absolutely amazing value for the price!
CUST-1447,43.602016222000245,74588.0,chicago,07-04-2023,no,"Average product, does the job but nothing special."
CUST-1448,45.0,46946.0,Los Angeles!,invalid_date_xyz,YES,Worst service ever. App crashes continuously on startup.
CUST-1449,29.0,42787.0,chicago,2023-01-15,y,The shipment arrived 3 days late. Not happy.
CUST-1450,37.0,67810.0,chicago,2023-01-15,True,Absolutely amazing value for the price!
CUST-1451,40.0,42969.0,New York City,2023-01-15,no,Customer support was incredibly slow and unhelpful.
CUST-1452,42.0,75158.0,SF,2023-01-15,no,Excellent user experience! Will buy again.
CUST-1453,44.0,85211.0,chicago,07-04-2023,no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1454,48.0,81887.0,houston,2023-01-15,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1455,37.0,33585.0,N.Y.,2023-01-15,y,Customer support was incredibly slow and unhelpful.
CUST-1456,43.0,70615.0,chicago,2024/05/01,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1457,41.0,45348.0,chicago,2020-11-30,YES,
CUST-1458,25.0,56297.0,Los Angeles!,12/25/2022,no,Customer support was incredibly slow and unhelpful.
CUST-1459,37.0,68722.0,houston,12/25/2022,False,Excellent user experience! Will buy again.
CUST-1460,38.0,60446.0,houston,invalid_date_xyz,no,
CUST-1461,49.0,68759.0,L.A.,invalid_date_xyz,no,"Average product, does the job but nothing special."
CUST-1462,39.0,54565.0,chicago,"Feb 28, 2024",no,The shipment arrived 3 days late. Not happy.
CUST-1463,32.0,46362.0,San Fran,2024/05/01,True,
CUST-1464,40.0,55818.0,houston,12/25/2022,False,
CUST-1465,53.0,81302.9005235882,L.A.,12/25/2022,True,The shipment arrived 3 days late. Not happy.
CUST-1466,32.13118293812184,46580.0,san francisco,invalid_date_xyz,True,Worst service ever. App crashes continuously on startup.
CUST-1467,35.0,48904.0,SF,07-04-2023,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1468,36.82676511333333,58045.066426181846,,07-04-2023,y,Customer support was incredibly slow and unhelpful.
CUST-1469,55.0,88448.0,houston,2024/05/01,no,Absolutely amazing value for the price!
CUST-1470,50.0,55716.0,,2024/05/01,False,Customer support was incredibly slow and unhelpful.
CUST-1471,41.0,77844.0,houston,"Feb 28, 2024",False,Customer support was incredibly slow and unhelpful.
CUST-1472,38.0,75982.0,L.A.,07-04-2023,,
CUST-1473,31.0,70640.0,New York,2020-11-30,no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1474,36.82676511333333,58045.066426181846,N.Y.,2023-01-15,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1475,32.0,72800.0,chicago,,y,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1476,56.0,79157.0,san francisco,2023-01-15,no,
CUST-1477,32.0,46773.0,SF,12/25/2022,YES,"Average product, does the job but nothing special."
CUST-1478,21.0,20720.0,houston,07-04-2023,YES,Absolutely amazing value for the price!
CUST-1479,25.0,28983.0,houston,2024/05/01,n,
CUST-1480,37.0,58294.16716158651,houston,"Oct 12, 2021",True,Customer support was incredibly slow and unhelpful.
CUST-1481,40.0,86257.0,houston,2023-01-15,n,Worst service ever. App crashes continuously on startup.
CUST-1482,26.0,56764.0,chicago,"Feb 28, 2024",no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1483,35.0,54758.0,L.A.,12/25/2022,,
CUST-1484,46.0,55159.0,chicago,,no,The shipment arrived 3 days late. Not happy.
CUST-1485,42.0,65484.39633721204,houston,2020-11-30,no,"Average product, does the job but nothing special."
CUST-1486,39.0,68886.0,chicago,2023-01-15,n,"Average product, does the job but nothing special."
CUST-1487,41.0,101329.0,houston,invalid_date_xyz,True,The shipment arrived 3 days late. Not happy.
CUST-1488,30.0,40035.0,New York,invalid_date_xyz,,The shipment arrived 3 days late. Not happy.
CUST-1489,30.0,39667.0,chicago,2023-01-15,False,Worst service ever. App crashes continuously on startup.
CUST-1490,30.0,65835.0,,invalid_date_xyz,n,"Average product, does the job but nothing special."
CUST-1491,55.0,76938.0,New York City,12/25/2022,y,Customer support was incredibly slow and unhelpful.
CUST-1492,28.0,52071.0,chicago,07-04-2023,False,Customer support was incredibly slow and unhelpful.
CUST-1493,34.234660506887884,51716.0,Los Angeles!,2020-11-30,False,Excellent user experience! Will buy again.
CUST-1494,41.515330432891396,69493.0,New Yrok,invalid_date_xyz,YES,Customer support was incredibly slow and unhelpful.
CUST-1495,38.873696803891974,63043.0,New Yrok,"Oct 12, 2021",YES,
CUST-1496,19.0,54712.0,New Yrok,12/25/2022,no,
CUST-1497,59.0,89931.17553433886,Los Angeles!,"Feb 28, 2024",YES,Absolutely amazing value for the price!
CUST-1498,33.86278402082099,50808.0,New York,2024/05/01,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1499,35.24544373113138,54184.0,San Fran,,YES,
